"PHL NO.";"OLD ACC. NO.";"GB NO.";"COLLECTING No.";"CULTIVAR/VARIETY NAME/PEDIGREE";"DIALECT";"SOURCE/ GROWER";"SCIENTIFIC NAME";"COUNT COLL.";"PROV/STATE";"TOWN";"BARANGAY";"SITIO";"";"ACQ. DATE";"REMARKS";"LATITUDE";"LONGITUDE";"LAT";"LONG";"ALTITUDE";"COLLECTING  SOURCE";"GENETIC  STATUS";"SAMPLE  TYPE";"SAMPLING METHOD";"MATERIAL COLLECTED";"TOPOGRAPHY";"SITE";"SOIL TEXTURE";"DRAINAGE";"SOIL COLOR";"STONINESS";"NOTE"
"1210";"2639";"1729";"";"ACROSS 8436";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 1998";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1211";"2640";"1730";"";"LOS DIAMANTES R 7823";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 1999";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1212";"2641";"1731";"";"GUAYABAL AVAGUA 8443";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2000";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1213";"2642";"1732";"";"SILANGAN 2 LB 89 WS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2001";"Yellow";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1214";"2643";"1733";"";"SILANGAN 1 LB 89 WS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2002";"Yellow";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1215";"2644";"1734";"";"IPB VAR 2 (EARLY) CO 88-89 WS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2003";"White";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1216";"2645";"1735";"";"MATATUM 3 LB 89 WS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2004";"Light Purple";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1217";"2646";"1736";"";"IPB VAR 1 C-1 (EARLY) MS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2005";"Yellow";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1218";"2647";"1737";"";"AP-4 (HS) C3";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2006";"White";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1219";"2648";"1738";"";"ANTIGUA GP2 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2007";"Yellow/Light Purple";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1220";"2649";"1739";"";"CAGUA 8425 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2008";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1221";"2650";"1740";"";"XV2 (PH) C4 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2009";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1222";"2651";"1741";"";"EL PLANTEL 8425";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2010";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1223";"2652";"1742";"";"PIRSABAK (1) 7930 RE";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2011";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1224";"2653";"1743";"";"PALMIRA 8432";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2012";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1225";"2654";"1744";"";"PIRSABAK 8425";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2013";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1226";"2655";"1745";"";"POZA RICA";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2014";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1227";"2656";"1746";"";"RATTRAY ARNOLD 8349";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2015";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1228";"2657";"1747";"";"ACROSS 8329";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2016";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1229";"2658";"1748";"";"SMARC 1887";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2017";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1230";"2659";"1749";"";"ACROSS 7729 RE";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2018";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1231";"2660";"1750";"";"ALAJUELA (1) 8329";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2019";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1232";"2661";"1751";"";"POZARICA 8530";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2020";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1233";"2662";"1752";"";"PIRZABAK (1) 8425";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2021";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1234";"2663";"1753";"";"KALINGA LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2022";"Yellow";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1235";"2664";"1754";"";"BS-9# LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2023";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1236";"2665";"1755";"";"WISAYA LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2024";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1237";"2666";"1756";"";"CAGUA 8425 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2025";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1238";"2667";"1757";"";"XV4 (PH) C5 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2026";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1239";"2668";"1758";"";"XV4 (PH) C2 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2027";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1240";"2669";"1759";"";"CARIBEAN SEED LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2028";"Purple";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1241";"2670";"1760";"";"XV4 (PH) C1 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2029";"Purple";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1242";"2671";"1761";"";"XV2 (PH) C3 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2030";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1243";"2672";"1762";"";"SYN.2  LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2031";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1244";"2673";"1763";"";"XV2 (PH) C5 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2032";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1245";"2674";"1764";"";"T21 4 (INBRED) LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2033";"Yellow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1246";"2675";"1765";"";"MATATUM 2 LB 99 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2034";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1247";"2676";"1766";"";"XV2 (PH) C2";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2035";"White";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1248";"2677";"1767";"";"EL1 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2036";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1249";"2678";"1768";"";"XV4 (PH) C3 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2037";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1250";"2679";"1769";"";"IPB VAR 2 (EARLY) MS (C1) LB 88";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2038";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1251";"2680";"1770";"";"ARJURA LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2039";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1252";"2681";"1771";"";"BS 18# LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2040";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1253";"2682";"1772";"";"PK2 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2041";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1254";"2683";"1773";"";"IPB VAR 1 EARLY CO LB 88-89 WS";"";"IPB Corn Breeding";"Z. mays L. ";"Philippines";"";"";"";"";"8912";"December 2042";"";"14° 35′ 0″ N";" 120° 58′ 0″ E";"14.583333";"120.966667";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1255";"2684";"1774";"";"POOL 3 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2043";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1256";"2685";"1775";"";"CMB 8704 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2044";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1257";"2686";"1776";"";"BS 16 (S) C-3 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2045";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1259";"2688";"1778";"";"XV4 (PH) C0";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2046";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1260";"2689";"1779";"";"SSR 8501";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2047";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1261";"2690";"1780";"";"SUVAN 3";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2048";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1262";"2691";"1781";"";"MEXICAN DENT";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2049";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1263";"2692";"1782";"";"AP2 (PH) C3";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2050";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1264";"2693";"1783";"";"VM LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2051";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1265";"2694";"1784";"";"AP2 (PH) C3 LB";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2052";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1266";"2695";"1785";"";"XV4 (PH) C4";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2053";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1267";"2696";"1786";"";"XV2 C1 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2054";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1268";"2697";"1787";"";"ANTIGUA GPO 1";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2055";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1269";"2698";"1788";"";"BS 18 LB 88-89 DS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"8912";"December 2056";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1304";"2699";"1789";"";"POP 31 (C4) HS";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"900106";"January 6, 1990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1305";"2700";"1790";"";"POP 28 (C6 HS BULK";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"900106";"January 6, 1990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1306";"2701";"1791";"";"POP 22 C7 -HS BULK";"";"IPB Corn Breeding";"Z. mays L. ";"";"";"";"";"";"900106";"January 6, 1990";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Introduced"
"1630";"2703";"1793";"";"";"";"";"Z. mays L. ";"Philippines";"Catanduanes";"Bato";"San Roque";"";"9007";"July 1990";"";"13° 37' 1""";"124° 19' 11""";"13.616900";"124.319700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1631";"2704";"1794";"";"";"";"Mr. Pambio";"Z. mays L. ";"Philippines";"Ilocos Norte";"Batac";"";"";"9007";"July 1990";"";"18° 3' 24""";"120° 33' 48""";"18.056700";"120.563300";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1679";"2705";"1795";"";"";"";"Pedro Andrada, Jr.";"Z. mays L. ";"Philippines";"Masbate";"";"";"";"9007";"July 1990";"";"12° 10′ 12″";"123° 34′ 48″ ";"12.170000";"123.580000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1954";"2707";"1797";"NGM-90-002";"";"";"Vicente Melon";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1955";"2708";"1798";"NGM-90-026";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1956";"2709";"1799";"NGM-90-027";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"Purple";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1957";"2710";"1800";"NGM-90-032";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"Yellow";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1958";"2711";"1801";"NGM-90-033";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"White";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1959";"2712";"1802";"NGM-90-048";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"White";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1960";"2713";"1803";"NGM-90-049";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"";"";"";"9010";"October 1990";"";"9° 45′ 0″";" 123° 0′ 0″ ";"9.750000";"123.000000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1961";"2714";"1804";"NGM-90-061";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"Siquijor";"";"";"9010";"October 1990";"";"9° 12′ 0″";"123° 30′ 0″";"9.200000";"123.500000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"1962";"2715";"1805";"NGM-90-068";"";"";"";"Z. mays L. ";"Philippines";"Negros Oriental";"Siquijor";"";"";"9010";"October 1990";"";"9° 12′ 0″";"123° 30′ 0″";"9.200000";"123.500000";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"2396";"2716";"1806";"NCA-91-111";"";"";"";"Z. mays L. ";"Philippines";"Ilocos Sur";"Galimuyod";"Patac";"";"9104";"April 1991";"";"17° 36' 42";"120° 22' 41";"17.611700";"120.378100";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"2397";"2717";"1807";"NCA/HYK-91-209";"";"";"";"Z. mays L. ";"Philippines";"La Union";"West Aringay";"San Simon";"";"9104";"April 1981";"";"16° 23' 36";"120° 23' 18";"16.393300";"120.388300";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"3045";"2718";"1808";"LHV-91-007";"MAIS";"";"";"Z. mays L. ";"Philippines";"Bulacan";"San Rafael";"";"";"9104";"April 1991";"";"14° 57′ 0″";"120° 58′ 0″ ";"14.950000";"120.966700";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"3808";"2719";"1809";"";"";"";"";"Z. mays L. ";"Philippines";"Laguna";"Calamba";"Canlubang";"Paikit";"9104";"April 1991";"";"14° 11′ 31″ ";"121° 4′ 16″ ";"14.191900";"121.071100";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4166";"2739";"1829";"NCA/LHV-91-1194";"LAGKITAN";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4167";"2740";"1830";"NCA/LHV-91-1195";"PULA";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4172";"2753";"1843";"NCA/LHV-91-1200";"MAIS";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4173";"2741";"1831";"NCA/LHV-91-1201";"SWEET CORN";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4180";"2754";"1844";"NCALHV-91-1208";"MAIS";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4181";"2755";"1845";"NCALHV-91-1209";"MAIS";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4182";"2742";"1832";"NCA/LHV-91-1210";"MAIS";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4183";"2756";"1846";"NCA/LHV-91-1211";"MAIS";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9110";"October 1991";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4201";"2743";"1833";"LHV-91-1229";"";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Lugus";"";"9110";"October 1991";"";"14° 5' 11""";"121° 8' 59";"14.086400";"121.149700";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4203";"2744";"1834";"LHV-91-1231";"KIMIKO";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Lugus";"";"9110";"October 1991";"";"14° 5' 11""";"121° 8' 59";"14.086400";"121.149700";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4205";"2745";"1835";"LHV-91-1233";"";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Lugus";"";"9110";"October 1991";"";"14° 5' 11""";"121° 8' 59";"14.086400";"121.149700";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4208";"2734";"1824";"LHV-91-1236";"SWEET CORN";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Lugus";"";"9110";"October 1991";"";"14° 5' 11""";"121° 8' 59";"14.086400";"121.149700";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4211";"2735";"1825";"LHV-91-1239";"LAGKITAN";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Lugus";"";"9110";"October 1991";"";"14° 5' 11""";"121° 8' 59";"14.086400";"121.149700";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4419";"2758";"1847";"EBL/CJR-92-0014";"";"";"";"Z. mays L. ";"Philippines";"Cavite";"Dasmariñas";"";"";"9204";"April 1992";"";"14° 15' 49""";"120° 46' 30"" ";"14.263600";"120.775000";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4435";"2746";"1836";"";"";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Bilog-bilog";"";"9204";"April 1992";"";"14° 6' 49""";"121° 5' 19""";"14.113600";"121.088600";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4480";"2759";"1848";"";"";"";"";"Z. mays L. ";"Philippines";"Batangas";"Tanauan";"Sulpok";"";"9204";"April 1992";"";"14° 8' 27";"121° 4' 15";"14.140800";"121.070800";"252";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4578";"2760";"1849";"EBL/CJR-92-046";"";"";"";"Z. mays L. ";"Philippines";"Northern Samar";"Catarman";"Polangi";"";"9205";"May 1992";"";"12° 23' 48";"124° 37' 52";"12.396700";"124.631100";"35";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4580";"2737";"1827";"EBL/LBM-92-054";"";"";"";"Z. mays L. ";"Philippines";"Northern Samar";"Catarman";"Polangi";"";"9205";"May 1992";"Pop";"12° 23' 48";"124° 37' 52";"12.396700";"124.631100";"35";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4593";"2761";"1850";"";"";"";"";"Z. mays L. ";"Philippines";"Leyte";"Laggayon";"";"";"9205";"May 1992";"";"10° 50′ 0″";"124° 50′ 0″";"10.833300";"124.833300";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4803";"2762";"1851";"";"";"";"";"Z. mays L. ";"Philippines";"Zamboanga del Sur";"Ipil";"";"";"9205";"May 1992";"";"7° 47' 4""";"122° 35' 10""";"7.784400";"122.586100";"";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4807";"2738";"1828";"";"";"";"";"Z. mays L. ";"Philippines";"Zamboanga del Norte";"Tamplisan";"Patuag";"";"9205";"May 1992";"";"8° 6' 23""";"122° 37' 15""";"8.106400";"122.620800";"0";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4808";"2763";"1852";"";"";"";"";"Z. mays L. ";"Philippines";"Zamboanga del Norte";"Tampilisan";"Patuag";"";"9205";"May 1992";"";"7° 49′ 48″ ";"123° 15′ 0″";"7.830000";"123.250000";"0";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
"4826";"2747";"1837";"";"";"";"";"Z. mays L. ";"Philippines";"Zamboanga del Norte";"Piñan";"Dilawa";"";"9205";"May 1992";"";"8° 28' 53""";"123° 26' 46""";"8.481400";"123.446100";"58";"";"";"";"";"";"";"";"";"";"";"";"Traditional"
