"PHL_NO.";"OLD ACC_NO";"GB_NO";"DAYS_EMER";"DAYS_TASS";"DAYS_SILK";"DAYS_HARV";"TIL_INDX_A";"STEMCOL";"SHEATHPUB";"LVS_TOT_A";"LEAFLNTH_A";"LEAFWDTH_A";"LEAFORIENT";"PRESLFLIG";"VENINDEX";"TASSTYPE";"SILKCOLOR";"TASSCOLOR";"PLTHGHT_A";"EARHGHT_A";"FOLIAGE";"NO_LEA_A_A";"NO_LEA_B_A";"NO_INT_B_A";"NO_INT_W_A";"STMDIABA_A";"STMDIABE_A";"TAS_LNTH_A";"TAPED_LT_A";"TAS_BSPA_A";"NO_PBTAS_A";"NO_SBTAS_A";"NO_TBTAS_A";"STAYGREEN";"DAYS_EL_SN";"STALKLOD";"EARHUSKCO";"EARHUSKFIT";"EARHUSKTS";"EARSHAPE";"EARTIPSHPE";"EAR_ORIENT";"EARLNTH_A";"EARDIAM_A";"COBDIAM_A";"RACDIAM_A";"PEDLNTH_A";"NO_BRCTS_A";"KER_RW_ARR";"NO_K_ROW_A";"NO_K_PRW_A";"COBCOLOR";"PERCENT_GS";"KERNEL_TYP";"KERNEL_COL";"KER_LNT_A";"KER_WDT_A";"KER_THK_A";"SHAPE_UKS";"PER_COLOR";"ALE_COLOR";"END_COLOR";"UNSH_WGT_A";"SHEL_WGT_A";"KERWGT1000";"SHELL_PC";"";""
"10528";"1494";"798";"5";"";"45";"91";"0.00";"5";"3";"9.00";"0.00";"0.00";"2";"1";"0.00";"1";"";"";"0.00";"0.00";"";"5.30";"4.70";"5.20";"8.90";"0.00";"0.00";"30.45";"22.66";"5.98";"8.00";"0.40";"0.00";"3";"0";"";"";"";"";"1";"5";"1";"10.59";"3.87";"2.45";"1.34";"5.41";"12.60";"1";"11.00";"21.40";"1";"0.00";"1";"1";"9.23";"8.40";"3.95";"3 4";"";"";"";"66.21";"54.65";"239.82";"82.54";"";""
"10531";"1497";"801";"5";"";"52";"98";"0.00";"5";"5";"12.50";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"7.60";"6.00";"12.80";"0.00";"0.00";"36.59";"23.20";"12.78";"15.80";"5.90";"0.00";"3";"0";"";"";"";"";"1";"5";"1";"13.21";"4.00";"2.68";"1.30";"6.23";"11.40";"1";"12.60";"28.10";"1";"0.00";"6 5";"6 8";"9.70";"9.10";"3.71";"4 3";"";"";"";"95.60";"78.21";"247.85";"81.80";"";""
"10532";"1498";"802";"5";"";"50";"96";"0.00";"4";"3";"11.50";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.10";"6.30";"6.30";"11.60";"0.00";"0.00";"36.29";"19.19";"11.24";"16.60";"4.70";"0.00";"3";"0";"";"";"";"9";"1";"5";"3";"12.54";"4.13";"2.93";"1.39";"7.26";"15.10";"1";"15.00";"0.00";"1";"0.00";"2 5 4";"1 8 3";"8.42";"8.13";"3.86";"3";"";"";"";"93.51";"78.12";"199.47";"83.54";"";""
"10533";"1499";"803";"5";"";"49";"95";"0.00";"1";"5";"10.00";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"5.40";"5.60";"5.40";"10.00";"0.00";"0.00";"34.96";"22.63";"9.26";"11.80";"3.00";"0.00";"3";"0";"";"";"";"5";"1";"5";"3";"13.77";"3.99";"2.69";"1.52";"6.43";"11.60";"1";"12.60";"27.90";"1";"0.00";"6 5";"6 8";"8.73";"8.63";"3.68";"3 4";"";"";"";"106.42";"89.11";"258.19";"83.73";"";""
"10534";"1500";"804";"5";"";"55";"96";"0.00";"5";"5";"12.80";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.70";"7.10";"6.70";"12.60";"0.00";"0.00";"36.18";"17.51";"11.97";"16.10";"3.00";"0.00";"3";"0";"";"";"";"5";"1";"5";"1";"12.76";"4.95";"3.00";"1.83";"6.13";"18.90";"1";"15.80";"26.30";"1";"0.00";"2 5 4";"8";"9.52";"8.21";"3.97";"3 2";"";"";"";"114.19";"94.80";"221.14";"86.17";"";""
"10538";"1506";"808";"5";"";"44";"90";"0.00";"5";"3";"9.60";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.30";"5.30";"5.10";"9.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"9";"1";"5";"";"9.38";"3.29";"2.52";"1.62";"5.04";"9.40";"1";"10.85";"22.00";"1 2";"0.00";"1 5";"1 8";"8.14";"8.28";"3.71";"3 4";"";"";"";"54.33";"42.22";"192.32";"77.71";"";""
"10539";"1510";"809";"6";"";"54";"100";"0.00";"5";"3";"13.00";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.40";"7.60";"6.50";"13.40";"0.00";"0.00";"32.97";"20.25";"11.88";"13.60";"3.50";"0.00";"3";"0";"";"";"";"";"1";"5";"1";"13.27";"4.02";"2.51";"1.45";"9.61";"14.30";"1";"14.20";"26.80";"1";"0.00";"5 4";"8";"9.63";"8.83";"3.76";"3 2";"";"";"";"77.35";"61.59";"213.43";"79.62";"";""
"10540";"1511";"810";"6";"";"43";"89";"0.00";"4";"3";"9.20";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.10";"5.10";"5.10";"9.20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"5";"1";"5";"1";"10.72";"3.69";"2.24";"1.29";"6.73";"9.60";"1";"10.40";"20.00";"1";"0.00";"5 1 6";"1 8";"8.15";"8.60";"3.71";"3";"";"";"";"55.26";"46.30";"201.47";"83.78";"";""
"10541";"1512";"811";"6";"";"54";"97";"0.00";"5";"3";"12.40";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.10";"7.10";"6.20";"12.10";"0.00";"0.00";"32.10";"19.25";"9.73";"15.70";"3.20";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"10.39";"4.24";"2.82";"1.71";"7.03";"14.70";"1";"17.42";"25.85";"1";"0.00";"4 5 2";"8 1";"9.00";"7.09";"3.64";"2";"";"";"";"78.93";"65.39";"163.95";"82.84";"";""
"10542";"1513";"812";"6";"";"54";"100";"0.00";"5";"3";"13.40";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.90";"7.50";"6.90";"13.80";"0.00";"0.00";"36.58";"19.86";"14.02";"13.90";"5.00";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"11.94";"4.13";"2.58";"1.36";"9.43";"17.30";"1";"12.28";"28.85";"2 1";"0.00";"2 5 4";"1 8";"10.11";"9.08";"4.15";"2 3";"";"";"";"90.47";"74.33";"231.22";"82.15";"";""
"10545";"1516";"815";"6";"";"50";"96";"0.00";"1";"3";"11.60";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"6.60";"5.90";"11.70";"0.00";"0.00";"27.14";"21.32";"8.40";"13.70";"2.10";"0.00";"3";"0";"";"";"";"5";"1";"5";"3";"11.16";"4.06";"2.72";"1.64";"9.00";"15.80";"1";"13.00";"22.33";"1";"0.00";"5 6";"1 8";"9.30";"8.04";"3.57";"3 4";"";"";"";"84.87";"69.31";"195.90";"81.66";"";""
"10546";"1517";"816";"6";"";"56";"102";"0.00";"1";"3";"11.80";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.80";"7.00";"5.80";"10.80";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"5";"1";"5";"";"9.28";"3.85";"0.00";"0.00";"8.16";"11.40";"";"15.00";"20.87";"1";"0.00";"5 4";"1 8";"7.42";"7.11";"3.66";"3";"";"";"";"68.50";"54.16";"170.60";"79.06";"";""
"10548";"1520";"818";"6";"";"46";"92";"0.00";"5";"5";"10.00";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"5.50";"5.50";"5.40";"10.20";"0.00";"0.00";"26.86";"21.73";"8.80";"10.60";"3.00";"0.00";"3";"0";"";"";"";"";"1";"5";"1";"11.22";"3.71";"2.23";"1.38";"6.45";"10.80";"";"11.60";"24.00";"1";"0.00";"5 6";"8 1 3";"7.41";"8.16";"3.53";"3 4";"";"";"";"68.15";"53.90";"168.44";"78.04";"";""
"10550";"1522";"820";"6";"";"57";"97";"0.00";"1";"5";"9.50";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.20";"6.30";"6.10";"11.90";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"5";"3";"5";"3";"7.79";"4.46";"2.84";"1.67";"3.89";"14.40";"1";"17.66";"17.33";"1";"0.00";"4 5";"";"9.53";"8.24";"3.82";"2 3";"";"";"";"61.93";"52.04";"186.11";"84.03";"";""
"10552";"1526";"822";"6";"";"56";"102";"0.00";"5";"3";"10.40";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.60";"5.80";"5.60";"10.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"";"";"3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"0.00";"138.68";"0.00";"";""
"10554";"1530";"824";"6";"";"51";"97";"0.00";"5";"3";"11.40";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"6.40";"5.90";"10.80";"0.00";"0.00";"27.58";"16.52";"6.32";"12.00";"1.20";"0.00";"3";"0";"";"";"";"5";"1";"5";"1";"8.80";"3.78";"2.38";"1.50";"4.16";"13.00";"1";"14.00";"22.00";"2";"0.00";"5";"1 8";"9.17";"8.00";"3.71";"3 4";"";"";"";"60.37";"49.91";"190.55";"82.67";"";""
"10556";"1523";"826";"6";"";"51";"97";"0.00";"1";"5";"12.60";"0.00";"0.00";"1";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.60";"7.00";"6.50";"12.60";"0.00";"0.00";"29.90";"17.36";"8.40";"12.90";"2.10";"0.00";"3";"0";"";"";"";"";"1";"5";"1";"11.51";"3.88";"2.55";"1.70";"4.95";"13.30";"";"12.40";"24.70";"1";"0.00";"5 4";"1 8";"9.22";"8.06";"3.64";"3 2";"";"";"";"86.00";"69.90";"229.18";"81.27";"";""
"10559";"1536";"829";"6";"";"56";"102";"0.00";"5";"3";"12.50";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"5.80";"7.70";"5.80";"11.90";"0.00";"0.00";"28.55";"17.25";"8.54";"16.00";"2.20";"0.00";"3";"0";"";"";"";"9";"3";"5";"3";"10.07";"4.16";"2.76";"1.84";"5.25";"14.80";"1";"16.25";"19.25";"1";"0.00";"5 6";"1 8";"9.00";"7.08";"3.79";"3";"";"";"";"69.05";"58.62";"197.58";"84.89";"";""
"10560";"1537";"830";"6";"";"54";"100";"0.00";"5";"3";"9.80";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.60";"5.20";"5.20";"8.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"";"";"3";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"0.00";"169.16";"0.00";"";""
"10561";"1538";"831";"6";"";"56";"102";"0.00";"5";"3";"10.60";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.00";"5.60";"6.00";"10.20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"";"";"";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"0.00";"0.00";"173.96";"0.00";"";""
"10562";"1539";"832";"6";"";"51";"97";"0.00";"5";"3";"9.50";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"5.30";"5.20";"5.30";"9.60";"0.00";"0.00";"24.51";"17.05";"5.83";"9.90";"0.90";"0.00";"3";"0";"";"";"";"";"";"5";"3";"0.00";"0.00";"2.59";"1.57";"0.00";"0.00";"1";"0.00";"0.00";"1";"0.00";"5";"1 8";"7.95";"6.67";"3.13";"3";"";"";"";"63.82";"54.00";"154.46";"84.61";"";""
"10563";"1540";"833";"6";"";"48";"108";"0.00";"5";"5";"9.90";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"5.60";"5.30";"5.80";"10.10";"0.00";"0.00";"23.91";"18.62";"6.46";"10.24";"0.60";"0.00";"3";"0";"";"";"";"9";"3";"5";"3";"7.94";"3.42";"2.35";"1.22";"4.39";"12.50";"1";"11.66";"16.83";"1";"0.00";"5";"1 88";"9.08";"7.17";"3.06";"3";"";"";"";"48.55";"41.15";"149.95";"84.75";"";""
"10567";"1544";"837";"6";"";"56";"102";"0.00";"5";"5";"14.00";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.60";"8.40";"6.70";"14.10";"0.00";"0.00";"33.13";"19.49";"10.87";"14.10";"23.00";"0.00";"5";"0";"";"";"";"9";"2";"5";"3";"12.69";"4.08";"2.50";"1.40";"9.09";"13.80";"1";"12.25";"26.25";"1 2";"0.00";"5 6";"8 1 5";"9.82";"8.62";"4.09";"2";"";"";"";"88.83";"76.72";"250.98";"86.36";"";""
"10568";"1545";"838";"6";"";"59";"105";"0.00";"5";"7";"11.70";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"6.70";"6.00";"11.70";"0.00";"0.00";"35.32";"21.11";"10.40";"13.30";"5.90";"0.00";"5";"0";"";"";"";"9";"1";"5";"3";"11.25";"4.21";"2.51";"1.38";"10.56";"13.70";"1";"13.25";"20.37";"1";"0.00";"5";"1 8";"9.09";"8.05";"3.72";"3";"";"";"";"81.98";"64.80";"241.02";"79.04";"";""
"10569";"1546";"839";"6";"";"59";"105";"0.00";"5";"5";"12.30";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.40";"7.00";"6.40";"12.20";"0.00";"0.00";"30.94";"19.30";"9.67";"13.30";"2.90";"0.00";"3";"0";"";"";"";"9";"1";"9";"3";"11.39";"4.86";"2.51";"1.49";"6.54";"12.20";"";"13.40";"22.00";"2 1";"0.00";"5 4";"8 1 5";"9.04";"8.72";"3.45";"4";"";"";"";"71.62";"57.88";"226.83";"80.81";"";""
"10570";"1547";"840";"6";"";"62";"108";"0.00";"5";"3";"12.80";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.50";"7.30";"6.40";"12.60";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"12.03";"3.89";"2.74";"1.71";"8.19";"12.50";"1";"11.60";"23.20";"2 1";"0.00";"5";"8 5 1";"8.37";"9.27";"3.80";"4 3";"";"";"";"72.34";"55.36";"234.06";"76.94";"";""
"10573";"1550";"843";"5";"";"63";"109";"0.00";"5";"7";"14.00";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.40";"8.60";"6.10";"14.10";"0.00";"0.00";"36.63";"17.96";"12.55";"17.90";"3.90";"0.00";"3";"0";"";"";"";"9";"1";"5";"3";"15.01";"4.45";"2.97";"1.50";"9.56";"14.70";"";"14.60";"25.70";"1";"0.00";"5 4 6";"1 8";"9.19";"8.52";"3.96";"3 4";"";"";"";"111.92";"86.75";"258.11";"77.51";"";""
"10574";"1551";"844";"6";"";"54";"100";"0.00";"5";"7";"12.50";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.60";"6.90";"6.70";"12.50";"0.00";"0.00";"28.88";"19.40";"8.89";"16.10";"2.80";"0.00";"3";"0";"";"";"";"5";"1";"5";"3";"10.16";"4.08";"2.54";"1.38";"5.95";"14.40";"1";"15.33";"23.33";"1 2";"0.00";"5 4";"8 1 5";"9.37";"7.00";"3.56";"3 2";"";"";"";"69.05";"55.54";"194.64";"80.43";"";""
"10575";"1554";"845";"6";"";"56";"102";"0.00";"1";"7";"12.70";"0.00";"0.00";"1";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.90";"6.80";"6.80";"11.70";"0.00";"0.00";"32.42";"16.76";"11.05";"17.30";"3.60";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"12.28";"3.76";"2.68";"1.70";"4.59";"10.83";"1";"12.00";"28.70";"1";"0.00";"5 6 4";"6 8";"9.16";"8.44";"3.79";"3";"";"";"";"84.96";"67.84";"210.40";"79.84";"";""
"10577";"1557";"847";"5";"";"48";"94";"0.00";"1";"7";"10.90";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.40";"5.50";"6.70";"10.80";"0.00";"0.00";"31.03";"20.47";"9.96";"12.00";"2.80";"0.00";"5";"0";"";"3";"";"9";"1";"5";"3";"17.07";"4.38";"2.22";"1.51";"5.54";"8.00";"1";"14.60";"24.90";"2";"0.00";"3 2 5";"2 8";"10.34";"8.74";"5.42";"1";"";"";"";"101.11";"79.56";"260.07";"78.68";"";""
"10579";"1591";"849";"6";"";"56";"";"0.00";"1";"7";"13.00";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.90";"7.10";"6.80";"11.80";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"9";"1";"5";"3";"13.47";"4.68";"2.06";"1.83";"5.46";"10.70";"1";"15.00";"29.10";"1";"0.00";"5 6";"6 8";"10.67";"9.44";"3.87";"3";"";"";"";"99.07";"79.85";"240.38";"80.59";"";""
"10581";"1594";"851";"6";"";"56";"102";"0.00";"5";"7";"12.60";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.60";"7.00";"6.70";"12.80";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"";"0";"";"";"";"";"1";"5";"";"13.39";"4.36";"2.73";"1.69";"6.48";"10.00";"1";"14.60";"28.70";"1";"0.00";"4 5 3";"6 8";"10.25";"8.70";"4.04";"2";"";"";"";"137.09";"116.07";"279.04";"84.66";"";""
"10582";"1595";"852";"6";"";"51";"97";"0.00";"1";"7";"12.20";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.60";"6.60";"6.70";"12.30";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"5";"1";"5";"1";"14.45";"4.07";"2.86";"1.82";"5.77";"10.90";"1";"13.00";"30.10";"1";"0.00";"6 5";"6 8";"8.76";"8.11";"4.56";"3 4";"";"";"";"111.30";"89.75";"240.80";"80.63";"";""
"10583";"1596";"853";"6";"";"52";"98";"0.00";"5";"7";"11.10";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.60";"5.50";"5.80";"11.40";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"9";"1";"5";"1";"11.90";"4.18";"2.88";"1.81";"7.93";"13.60";"";"15.40";"26.40";"1";"0.00";"5 6";"1 8";"9.52";"7.79";"4.07";"3";"";"";"";"94.81";"68.45";"208.88";"72.19";"";""
"10584";"1597";"854";"6";"";"62";"108";"0.00";"4";"7";"14.30";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.80";"8.50";"6.90";"15.50";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"5";"0";"";"";"";"9";"1";"5";"3";"16.18";"4.06";"2.56";"1.52";"9.58";"11.60";"1";"12.60";"33.10";"1";"0.00";"6 511";"6 8";"9.78";"8.39";"4.48";"3 4";"";"";"";"120.47";"100.24";"241.63";"83.20";"";""
"10585";"1598";"855";"6";"";"47";"93";"0.00";"1";"7";"12.00";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.50";"6.60";"6.50";"11.40";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"9";"1";"5";"1";"14.41";"4.18";"2.77";"1.79";"4.81";"8.50";"1";"13.80";"23.90";"1";"0.00";"6 5 4";"6 8";"9.77";"7.87";"3.97";"3 2";"";"";"";"110.81";"89.35";"259.47";"80.63";"";""
"10586";"1599";"856";"6";"";"50";"97";"0.00";"5";"7";"11.80";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.20";"6.60";"6.20";"12.10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"15.24";"4.29";"2.89";"1.76";"6.66";"9.80";"1";"14.00";"32.70";"1";"0.00";"5 6 4";"6 8";"8.98";"8.14";"3.95";"4 3";"";"";"";"117.85";"95.16";"227.52";"80.74";"";""
"10587";"1600";"857";"6";"";"46";"92";"0.00";"5";"5";"11.30";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.70";"5.70";"6.70";"11.90";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"9";"1";"5";"3";"13.55";"3.81";"2.44";"1.38";"6.13";"12.00";"1";"13.00";"29.20";"1";"0.00";"1";"1";"9.90";"7.70";"3.69";"4 3";"";"";"";"86.85";"73.78";"204.15";"84.95";"";""
"11313";"2475";"1583";"5";"";"44";"90";"0.00";"5";"3";"10.70";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"5.90";"5.80";"5.90";"11.20";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"5";"1";"1";"3";"12.00";"3.96";"2.61";"1.76";"4.79";"12.40";"1";"16.00";"21.75";"1";"0.00";"5 6";"6 8";"8.83";"7.83";"3.96";"3 4";"";"";"";"83.56";"69.72";"191.88";"83.43";"";""
"11317";"2489";"1587";"5";"";"44";"90";"0.00";"5";"3";"11.00";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.60";"5.40";"6.50";"10.80";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"3";"";"5";"1";"5";"1";"14.17";"3.65";"2.36";"1.40";"4.55";"10.55";"1";"11.60";"27.60";"1";"0.00";"6 5";"6 8";"8.18";"8.72";"4.21";"4";"";"";"";"78.58";"63.54";"216.17";"80.86";"";""
"11318";"2490";"1588";"5";"";"48";"94";"0.00";"1";"7";"11.20";"0.00";"0.00";"1";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.30";"5.90";"6.30";"11.10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"";"1";"5";"3";"14.62";"4.19";"2.55";"1.62";"5.18";"12.30";"1";"12.40";"30.30";"1";"0.00";"5 4";"6 8";"10.45";"8.90";"3.69";"";"";"";"";"91.96";"72.90";"280.02";"79.27";"";""
"11325";"2502";"1595";"5";"";"53";"99";"0.00";"5";"7";"13.60";"0.00";"0.00";"2";"1";"0.00";"";"";"";"0.00";"0.00";"";"6.90";"7.70";"6.80";"13.10";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"0.00";"3";"0";"";"";"";"5";"1";"5";"3";"12.59";"3.62";"2.39";"1.30";"6.05";"11.00";"1";"11.20";"27.20";"1";"0.00";"4 3 5";"1 8";"8.78";"8.66";"3.24";"2";"";"";"";"62.68";"53.80";"203.68";"85.83";"";""
"11335";"2513";"1605";"5";"";"52";"98";"0.00";"1 4";"3";"13.30";"0.00";"0.00";"2";"1";"0.00";"2";"";"1";"0.00";"0.00";"";"5.70";"8.60";"7.40";"12.00";"0.00";"0.00";"26.12";"17.08";"8.39";"13.90";"2.40";"0.00";"3";"0";"";"";"";"9";"";"";"3";"0.00";"0.00";"0.00";"0.00";"3.92";"13.10";"";"0.00";"0.00";"";"0.00";"";"";"0.00";"0.00";"0.00";"";"";"";"";"39.20";"0.00";"160.72";"0.00";"";""
"11359";"2538";"1629";"5";"";"48";"94";"0.00";"4 1";"3";"13.40";"0.00";"0.00";"2";"1";"0.00";"2";"1";"";"0.00";"0.00";"";"6.60";"7.80";"7.10";"12.80";"0.00";"0.00";"28.89";"18.05";"9.14";"16.70";"2.80";"0.00";"3";"0";"";"";"";"9";"1";"5";"3";"10.53";"4.32";"2.52";"1.46";"5.92";"14.30";"1";"16.80";"24.70";"1";"0.00";"5 4";"1 8";"9.42";"7.43";"3.46";"4 3";"";"";"";"76.88";"63.19";"182.58";"82.19";"";""
"6502";"2728";"1818";"5";"";"44";"90";"0.00";"4 1";"3";"11.50";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"6.50";"5.80";"10.90";"0.00";"0.00";"29.51";"19.67";"8.34";"11.22";"2.00";"0.00";"3";"0";"";"";"";"9";"1";"5";"1";"12.54";"3.87";"2.34";"1.29";"5.84";"11.30";"1";"11.20";"23.20";"1";"0.00";"5 4";"6 8";"9.69";"9.17";"4.05";"3 2";"";"";"";"77.47";"65.84";"290.07";"84.99";"";""
"6503";"2729";"1819";"5";"";"44";"90";"0.00";"1 4";"7";"11.70";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.40";"6.30";"5.00";"10.40";"0.00";"0.00";"31.47";"22.93";"9.65";"13.30";"3.30";"0.00";"5";"0";"";"";"";"5";"1";"5";"1";"15.32";"4.29";"2.43";"1.45";"5.87";"8.60";"1";"12.60";"30.50";"1";"0.00";"6 5";"6 8";"9.72";"8.65";"3.93";"3 4";"";"";"";"101.34";"85.58";"248.66";"84.45";"";""
"334";"2544";"1634";"5";"";"45";"91";"0.00";"4 1";"7";"10.60";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"5.60";"4.40";"7.30";"0.00";"0.00";"28.48";"24.72";"7.99";"9.80";"2.20";"0.00";"3";"0";"";"";"";"5";"1";"5";"1";"12.33";"3.77";"2.26";"1.39";"4.42";"13.70";"1";"11.75";"26.00";"1";"0.00";"1";"1";"8.26";"8.85";"3.84";"3 4";"";"";"";"68.24";"60.90";"214.74";"89.24";"";""
"488";"2581";"1671";"5";"";"46";"92";"0.00";"3 4";"5";"12.20";"0.00";"0.00";"2";"1";"0.00";"2";"";"";"0.00";"0.00";"";"6.00";"6.80";"6.20";"11.30";"0.00";"0.00";"26.38";"18.00";"8.50";"16.00";"3.10";"0.00";"3";"0";"";"";"";"";"3";"5";"3";"9.24";"3.99";"2.31";"1.41";"5.16";"12.90";"1";"17.00";"22.10";"1";"0.00";"6 5";"1 8";"9.29";"5.82";"3.18";"3 4";"";"";"";"55.76";"44.79";"140.38";"80.33";"";""
"1189";"2618";"1708";"5";"";"49";"95";"0.00";"1";"7";"10.70";"0.00";"0.00";"2";"1";"0.00";"2";"4";"";"0.00";"0.00";"";"5.90";"5.80";"4.80";"9.60";"0.00";"0.00";"30.55";"21.08";"10.05";"17.70";"4.80";"0.00";"3";"0";"";"";"";"5";"1";"5";"3";"10.68";"4.17";"2.75";"1.85";"4.86";"9.40";"1";"16.00";"25.50";"";"0.00";"8";"10cr";"10.03";"6.88";"1.79";"1";"";"";"";"50.92";"35.99";"104.62";"70.68";"";""
